class_v2,metadata_score,repo,media_type,model_family,repo_quality_score,source_role,specialization,use_case,source_kind,license_spdx,origin_status,class_reason,url
CORE,67.6,xutongbao/awesome-stable-diffusion-prompts,image,stable_diffusion,92,primary,stable_diffusion,stable_diffusion,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/xutongbao/awesome-stable-diffusion-prompts.git
CORE,67.6,imagineVid/Awesome-seedream-5-pro-prompts-and-skills,image,seedream_5_pro,92,primary,seedream_5_pro,seedream_5_pro,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/imagineVid/Awesome-seedream-5-pro-prompts-and-skills.git
CORE,67.6,YouMind-OpenLab/awesome-nano-banana-pro-prompts,image,nano_banana_pro,92,primary,nano_banana_pro,nano_banana_pro,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/YouMind-OpenLab/awesome-nano-banana-pro-prompts.git
CORE,67.6,Pixmind-io/awesome-midjourney-v7-example-prompts,image,midjourney_v7,92,primary,midjourney_v7,midjourney_v7,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/Pixmind-io/awesome-midjourney-v7-example-prompts.git
CORE,67.6,JimmyLv/awesome-nano-banana,image,nano_banana,92,primary,nano_banana,nano_banana,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/JimmyLv/awesome-nano-banana.git
CORE,67.6,HebeDich/awesome-midjourney-prompts,image,midjourney,92,primary,midjourney,midjourney,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/HebeDich/awesome-midjourney-prompts.git
CORE,67.6,LichAmnesia/awesome-ad-video-prompts,video,ad_video_multi,92,primary,ad_video_multi,ad_video_multi,corpus,UNKNOWN,probable_original,CORE25; primary; video/business,https://github.com/LichAmnesia/awesome-ad-video-prompts.git
CORE,67.6,songguoxs/awesome-video-prompts,video,multi_video,92,primary,multi_video,multi_video,corpus,UNKNOWN,probable_original,CORE25; primary; video/business,https://github.com/songguoxs/awesome-video-prompts.git
CORE,67.6,liu-kaining/Awesome-Veo3-Prompts,video,veo_3,92,primary,veo_3,veo_3,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/liu-kaining/Awesome-Veo3-Prompts.git
CORE,67.6,hr98w/awesome-sora-prompts,video,sora,92,primary,sora,sora,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/hr98w/awesome-sora-prompts.git
CORE,67.6,YouMind-OpenLab/awesome-seedance-2-prompts,video,seedance_2,92,primary,seedance_2,seedance_2,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/YouMind-OpenLab/awesome-seedance-2-prompts.git
CORE,67.6,flaqai/awesome-kling-4-0,video,kling_4,92,primary,kling_4,kling_4,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/flaqai/awesome-kling-4-0.git
CORE,67.6,flaqai/awesome-minimax-h3-video-prompts,video,minimax_h3_hailuo,92,primary,minimax_h3_hailuo,minimax_h3_hailuo,corpus,UNKNOWN,probable_original,CORE25; primary,https://github.com/flaqai/awesome-minimax-h3-video-prompts.git
CORE,65.2,weshopai/awesome-Seedance-2.0-prompt,video,seedance_2,84,supplemental,seedance_2,cinematic|ads|ugc|general_video,corpus,UNKNOWN,probable_original,CORE25; video/business; commerce-fit,https://github.com/weshopai/awesome-Seedance-2.0-prompt.git
CORE,64.85,JoeSai/awesome-gpt-image-2-commercial-prompts,image,gpt_image_2_commercial,83,specialized,Commercial/advertising prompts,Commercial/advertising prompts,corpus,UNKNOWN,probable_original,CORE25; commerce-fit,https://github.com/JoeSai/awesome-gpt-image-2-commercial-prompts.git
