active,origin_status,origin_confidence,verified_fork_false,media_type,model_family,repo,url,priority,tier,repo_quality_score,source_role,specialization,use_case,verification_note,notes,source_kind,license_spdx,license_verified,verified_at,prompt_count_claimed,prompt_count_verified,content_structure_verified,evidence_url
False,candidate,0.62,False,video,multi_video,afirsin/video-prompt-engine,https://github.com/afirsin/video-prompt-engine.git,3,C,71,tooling,video_prompt_engine,runway|pika|luma|multi_video|prompt_builder,General video prompt engine discovered during Pika/Runway coverage search; watchlist only.,,tooling,UNKNOWN,,,,,,
False,candidate,0.62,False,video,multi_video,futuremotiondev/futuremotion-i2v-prompt-generator,https://github.com/futuremotiondev/futuremotion-i2v-prompt-generator.git,3,C,70,tooling,image_to_video_prompting,runway|pika|luma|i2v|camera_motion,"Runway Gen-4 search surfaced this I2V prompt generator; kept watchlist, not default corpus.",,tooling,UNKNOWN,,,,,,
False,candidate,0.6,False,video,wan_3,laofa668/awesome-wan3-video-prompts,https://github.com/laofa668/awesome-wan3-video-prompts.git,3,C,70,supplemental,Wan 3 video prompts,Wan 3 video prompts,From v2 curated set; exact origin genealogy not exhaustively proven.,Small/medium additional Wan 3 prompt source.,watchlist,UNKNOWN,,,,,,
False,duplicate_excluded,0.99,False,image,qwen_image,shauray8/awesome-qwen-image-2512,https://github.com/shauray8/awesome-qwen-image-2512.git,3,D,40,mirror,qwen_image_2512,general_image,GitHub metadata checked 2026-08-31: fork=true; parent/source chain traces to another repo. Excluded under original-only policy.,Keep only as discovery evidence; do not download by default.,watchlist,NOASSERTION,True,2026-08-31,,,False,https://api.github.com/repos/shauray8/awesome-qwen-image-2512
False,candidate,0.55,False,image,ideogram,Saganaki22/ideogram4_prompter-ComfyUI,https://github.com/Saganaki22/ideogram4_prompter-ComfyUI.git,3,C,65,supplemental,comfyui_prompt_tool,structured_prompting|ideogram,Potential prompt tooling; corpus value pending.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,,,,,,
False,candidate,0.55,False,image,ideogram,hoin523/ideogram-4-fp8-random-prompts,https://github.com/hoin523/ideogram-4-fp8-random-prompts.git,3,C,65,supplemental,random_prompt_examples,general_image|ideogram,Prompt examples/tooling candidate; origin/content quality pending.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,,,,,,
False,candidate,0.55,False,image,multi_image,byliutao/1Prompt1Story,https://github.com/byliutao/1Prompt1Story.git,3,C,68,supplemental,story_visual_prompts,storytelling|illustration|cinematic,Large-looking prompt/story repository; relevance to visual prompt corpus pending audit.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,,,,,,
False,candidate,0.55,False,image,multi_image,KohakuBlueleaf/KGen,https://github.com/KohakuBlueleaf/KGen.git,3,C,72,supplemental,prompt_generation,prompt_generation|stable_diffusion|general_image,Prompt generation tool candidate; templates may enrich model-specific prompting.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,,,,,,
False,candidate,0.55,False,video,multi_video,NickPittas/DirectorsConsole,https://github.com/NickPittas/DirectorsConsole.git,3,C,70,supplemental,cinematic_direction,cinematic|storyboard|shot_design,Director-oriented video creation repository; prompt corpus content pending audit.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,,,,,,
False,candidate,0.55,False,video,multi_video,PUSHINGSQUARES/pushing-creation,https://github.com/PUSHINGSQUARES/pushing-creation.git,3,C,68,supplemental,creative_video_workflow,cinematic|creative_direction|storyboard,Potential original among several same-name copies; content audit required.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,,,,,,
