active,origin_status,origin_confidence,verified_fork_false,media_type,model_family,repo,url,priority,tier,repo_quality_score,source_role,specialization,use_case,verification_note,notes,source_kind,license_spdx,license_verified,verified_at,prompt_count_claimed,prompt_count_verified,content_structure_verified,evidence_url
True,probable_original,0.78,False,image,midjourney_zh,midjgpt/awesome-midjourney-zh,https://github.com/midjgpt/awesome-midjourney-zh.git,2,B,78,supplemental,midjourney_zh,midjourney_zh,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,verified_original,0.96,True,image,multi_image,cliprise/awesome-ai-product-photography-prompts,https://github.com/cliprise/awesome-ai-product-photography-prompts.git,2,B,80,specialized,product_photography,product_photography|ecommerce,GitHub metadata checked 2026-08-31: fork=false; dedicated product photography prompt repo.,,corpus,UNKNOWN,True,2026-08-31,,,False,https://api.github.com/repos/cliprise/awesome-ai-product-photography-prompts
True,probable_original,0.78,False,image,multi_image,dongyubin/Awesome-AI-Images-Prompts,https://github.com/dongyubin/Awesome-AI-Images-Prompts.git,2,B,78,supplemental,multi_image,multi_image,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,image,multi_image,tejasashinde/awesome-image-prompts,https://github.com/tejasashinde/awesome-image-prompts.git,2,B,82,supplemental,Broad image prompt categories,Broad image prompt categories,From v2 curated set; exact origin genealogy not exhaustively proven.,Curated image prompt collection across use cases.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,image,nano_banana,loo-y/awesome-nano-banana-prompts,https://github.com/loo-y/awesome-nano-banana-prompts.git,2,B,78,supplemental,nano_banana,nano_banana,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,image,nano_banana_pro,awesome2027/awesome-2k-nanobananapro-prompts,https://github.com/awesome2027/awesome-2k-nanobananapro-prompts.git,2,B,84,supplemental,Large Nano Banana Pro collection,Large Nano Banana Pro collection,From v2 curated set; exact origin genealogy not exhaustively proven.,~2K-style Nano Banana Pro collection by repository naming; verify actual record count after clone.,corpus,UNKNOWN,,,,,,
True,probable_original,0.82,False,image,nano_banana_pro_photoreal,GitHub30/Reproducible-Photorealistic-Nano-Banana-Pro-JSON-Prompts,https://github.com/GitHub30/Reproducible-Photorealistic-Nano-Banana-Pro-JSON-Prompts.git,2,B,81,specialized,Photorealistic JSON prompts,Photorealistic JSON prompts,From v2 curated set; exact origin genealogy not exhaustively proven.,Reproducible photorealistic JSON-oriented prompts.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,image,seedream_4,ToteBrick/awesome-seedream4.0,https://github.com/ToteBrick/awesome-seedream4.0.git,2,B,82,supplemental,Seedream 4.0 examples,Seedream 4.0 examples,From v2 curated set; exact origin genealogy not exhaustively proven.,Large Seedream 4.0 collection.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,image,seedream_5_pro,EvoLinkAI/awesome-seedream-5.0-pro-prompts,https://github.com/EvoLinkAI/awesome-seedream-5.0-pro-prompts.git,2,B,83,supplemental,Seedream 5 Pro examples,Seedream 5 Pro examples,From v2 curated set; exact origin genealogy not exhaustively proven.,Large Seedream 5 Pro repository.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,image,seedream_5_pro,velokey-ai/awesome-seedream-5.0-pro-prompts,https://github.com/velokey-ai/awesome-seedream-5.0-pro-prompts.git,2,B,78,supplemental,seedream_5_pro,seedream_5_pro,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,image,stable_diffusion,yuyan124/awesome-stable-diffusion-prompts,https://github.com/yuyan124/awesome-stable-diffusion-prompts.git,2,B,78,supplemental,stable_diffusion,stable_diffusion,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,ad_video_multi,LichAmnesia/awesome-ad-video-prompts,https://github.com/LichAmnesia/awesome-ad-video-prompts.git,1,A,92,primary,ad_video_multi,ad_video_multi,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,kling_4,flaqai/awesome-kling-4-0,https://github.com/flaqai/awesome-kling-4-0.git,1,A,92,primary,kling_4,kling_4,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,minimax_h3_hailuo,flaqai/awesome-minimax-h3-video-prompts,https://github.com/flaqai/awesome-minimax-h3-video-prompts.git,1,A,92,primary,minimax_h3_hailuo,minimax_h3_hailuo,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,multi_video,songguoxs/awesome-video-prompts,https://github.com/songguoxs/awesome-video-prompts.git,1,A,92,primary,multi_video,multi_video,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,seedance_2,YouMind-OpenLab/awesome-seedance-2-prompts,https://github.com/YouMind-OpenLab/awesome-seedance-2-prompts.git,1,A,92,primary,seedance_2,seedance_2,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,sora,hr98w/awesome-sora-prompts,https://github.com/hr98w/awesome-sora-prompts.git,1,A,92,primary,sora,sora,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,veo_3,liu-kaining/Awesome-Veo3-Prompts,https://github.com/liu-kaining/Awesome-Veo3-Prompts.git,1,A,92,primary,veo_3,veo_3,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.9,False,video,wan_3,flaqai/awesome_wan-3-0-prompts,https://github.com/flaqai/awesome_wan-3-0-prompts.git,1,A,92,primary,wan_3,wan_3,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,cinematic_prompting,Eric-Lautanen/seamless-ai-video-prompt-template,https://github.com/Eric-Lautanen/seamless-ai-video-prompt-template.git,2,B,78,supplemental,cinematic_prompting,cinematic_prompting,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.82,False,video,cinematic_prompting,songyileiwork/cinematic-ai-video-prompt-skill,https://github.com/songyileiwork/cinematic-ai-video-prompt-skill.git,2,C,76,specialized,Cinematic video prompt skill,Cinematic video prompt skill,From v2 curated set; exact origin genealogy not exhaustively proven.,Cinematic prompt formulation skill.,corpus,UNKNOWN,,,,,,
True,probable_original,0.82,False,video,cinematic_prompting,wuwangzhang1216/DirectorSKILL,https://github.com/wuwangzhang1216/DirectorSKILL.git,2,C,77,specialized,Directing/cinematic prompting,Directing/cinematic prompting,From v2 curated set; exact origin genealogy not exhaustively proven.,Director-oriented prompt skill useful for shot/camera indexing.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,cinematic_prompting,zhouwei713/fpv-immersive-video-prompting,https://github.com/zhouwei713/fpv-immersive-video-prompting.git,2,B,78,supplemental,cinematic_prompting,cinematic_prompting,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,kling,DSeaStar/awesome-kling,https://github.com/DSeaStar/awesome-kling.git,2,B,78,supplemental,kling,kling,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.82,False,video,minimax_h3_cases,anupamme/awesome-minimax-h3-cases,https://github.com/anupamme/awesome-minimax-h3-cases.git,2,B,80,specialized,MiniMax H3 cases,MiniMax H3 cases,From v2 curated set; exact origin genealogy not exhaustively proven.,Case-oriented H3 repository; useful for output-linked examples.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,minimax_h3_hailuo,bestimageai/awesome-minimax-h3-video-prompts,https://github.com/bestimageai/awesome-minimax-h3-video-prompts.git,2,B,80,supplemental,MiniMax/Hailuo H3 video prompts,MiniMax/Hailuo H3 video prompts,From v2 curated set; exact origin genealogy not exhaustively proven.,Large H3 prompt repository; compare against flaqai for overlap after clone.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,multi_video,VoidLight00/video-generation-prompts,https://github.com/VoidLight00/video-generation-prompts.git,2,B,78,supplemental,multi_video,multi_video,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,multi_video,cclank/lanshu-awesome-ai-video-kit,https://github.com/cclank/lanshu-awesome-ai-video-kit.git,2,B,78,supplemental,multi_video,multi_video,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.83,False,video,multi_video,cliprise/awesome-ai-product-video-prompts,https://github.com/cliprise/awesome-ai-product-video-prompts.git,2,B,78,specialized,product_video,product_video|ecommerce|demo,Repository discovered directly under Cliprise; metadata genealogy not fully checked.,,corpus,UNKNOWN,,,,,,
True,probable_original,0.82,False,video,multi_video,cliprise/awesome-ai-real-estate-video-prompts,https://github.com/cliprise/awesome-ai-real-estate-video-prompts.git,2,B,76,specialized,real_estate_video,real_estate|architecture|property_tour,Specialized real-estate video prompt repo; exact genealogy pending.,,corpus,UNKNOWN,,,,,,
True,verified_original,0.96,True,video,multi_video,cliprise/awesome-ai-ugc-video-prompts,https://github.com/cliprise/awesome-ai-ugc-video-prompts.git,2,B,82,specialized,ugc_video,ugc|creator_ads|tiktok|reels|product_demo,GitHub metadata checked 2026-08-31: fork=false; dedicated UGC prompt repo.,,corpus,UNKNOWN,True,2026-08-31,,,False,https://api.github.com/repos/cliprise/awesome-ai-ugc-video-prompts
True,probable_original,0.83,False,video,multi_video,cliprise/awesome-ai-video-ads-prompts,https://github.com/cliprise/awesome-ai-video-ads-prompts.git,2,B,78,specialized,video_ads,advertising|social_ads|performance_creative,Repository discovered directly under Cliprise; metadata genealogy not fully checked.,,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,seedance_2,ZeroLu/awesome-seedance,https://github.com/ZeroLu/awesome-seedance.git,2,B,82,supplemental,Seedance examples/prompts,Seedance examples/prompts,From v2 curated set; exact origin genealogy not exhaustively proven.,Additional Seedance prompt/example source.,corpus,UNKNOWN,,,,,,
True,probable_original,0.8,False,video,seedance_2,weshopai/awesome-Seedance-2.0-prompt,https://github.com/weshopai/awesome-Seedance-2.0-prompt.git,2,A,84,supplemental,seedance_2,cinematic|ads|ugc|general_video,Large independent Seedance collection candidate; dedupe performed at prompt level after clone.,,corpus,UNKNOWN,,,,,,
True,probable_original,0.82,False,video,seedance_2_5,flaqai/awesome_seedance_2_5,https://github.com/flaqai/awesome_seedance_2_5.git,2,B,81,specialized,seedance_2_5,cinematic|general_video,Model-specific Seedance 2.5 prompt collection.,,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,sora,duyuanchao/awesome-sora-prompts,https://github.com/duyuanchao/awesome-sora-prompts.git,2,B,78,supplemental,sora,sora,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,wan_3,bestimageai/awesome_wan-3-0-prompts,https://github.com/bestimageai/awesome_wan-3-0-prompts.git,2,B,78,supplemental,Wan 3.0 prompts,Wan 3.0 prompts,From v2 curated set; exact origin genealogy not exhaustively proven.,Large Wan 3 prompt repository; overlap check required.,corpus,UNKNOWN,,,,,,
True,probable_original,0.78,False,video,wan_3,imagineVid/Awesome-wan-3-0-prompts-and-skills,https://github.com/imagineVid/Awesome-wan-3-0-prompts-and-skills.git,2,B,78,supplemental,wan_3,wan_3,From v2 curated set; exact origin genealogy not exhaustively proven.,Previously selected canonical/primary candidate; mirrors excluded where identified.,corpus,UNKNOWN,,,,,,
True,verified_original,0.99,True,image,gpt_image_2,wuyoscar/GPT-Image2-Skill,https://github.com/wuyoscar/GPT-Image2-Skill.git,1,S,97,primary,prompt_library|agent_skill|image_editing,general_image|image_editing|research_figures|prompt_templates,GitHub metadata checked 2026-08-31: fork=false; prompt gallery/library + agent skill + CLI; MIT; high activity.,High-value OpenAI GPT Image 2 prompt library and tooling.,corpus,MIT,True,2026-08-31,,,False,https://api.github.com/repos/wuyoscar/GPT-Image2-Skill
True,verified_original,0.99,True,image,gpt4o_gpt_image_1,jamez-bondos/awesome-gpt4o-images,https://github.com/jamez-bondos/awesome-gpt4o-images.git,1,S,96,primary,gpt4o|gpt_image_1|curated_gallery,general_image|art|prompt_examples,GitHub metadata checked 2026-08-31: fork=false; original source of a large fork network; curated prompts/images.,Important historical/curated OpenAI image prompt source.,corpus,NOASSERTION,True,2026-08-31,,,False,https://api.github.com/repos/jamez-bondos/awesome-gpt4o-images
True,verified_original,0.99,True,image,ideogram,EvoLinkAI/awesome-ideogram-4.0-prompts,https://github.com/EvoLinkAI/awesome-ideogram-4.0-prompts.git,1,A,92,primary,ideogram_4|typography|product_ui_mockups,typography|poster|portrait|product|ui_mockup,GitHub metadata checked 2026-08-31: fork=false; dedicated Ideogram 4.0 prompt/image collection.,,corpus,NOASSERTION,True,2026-08-31,,,False,https://api.github.com/repos/EvoLinkAI/awesome-ideogram-4.0-prompts
True,verified_original,0.99,True,image,gpt4o_gpt_image_1,ImgEdify/Awesome-GPT4o-Image-Prompts,https://github.com/ImgEdify/Awesome-GPT4o-Image-Prompts.git,2,A,88,supplemental,gpt4o_prompt_examples,general_image|styles|prompt_examples,GitHub metadata checked 2026-08-31: fork=false; curated GPT-4o image prompt dictionary; MIT.,,corpus,MIT,True,2026-08-31,,,False,https://api.github.com/repos/ImgEdify/Awesome-GPT4o-Image-Prompts
True,verified_original,0.99,True,image,ideogram,galeep/ideogram-typography-prompts,https://github.com/galeep/ideogram-typography-prompts.git,2,A,85,specialized,typography,typography|poster|text_rendering,GitHub metadata checked 2026-08-31: fork=false; dedicated Ideogram typography prompts; BSD-3-Clause.,,corpus,BSD-3-Clause,True,2026-08-31,,,False,https://api.github.com/repos/galeep/ideogram-typography-prompts
True,verified_original,0.97,True,image,qwen_image_3,flaqai/awesome-qwen-image-3,https://github.com/flaqai/awesome-qwen-image-3.git,1,A,88,primary,qwen_image_3|text_rendering|commercial_illustration,text_to_image|typography|consistent_series|commercial_illustration,"GitHub API verified fork=false on 2026-08-31. README verified 144 original prompt recipes across 18 categories, 16 reusable templates, and multilingual editions. GitHub repository description separately claims 2000+; use README contents as the validated corpus count.",v5 verified corpus. README contains concrete prompt library structure; description-count discrepancy retained as metadata caveat.,corpus,MIT,True,2026-08-31,144,144,True,https://github.com/flaqai/awesome-qwen-image-3/blob/main/README.md
True,verified_original,0.99,True,video,ltx_video,quanluo/ltx-video-prompts,https://github.com/quanluo/ltx-video-prompts.git,1,A,84,primary,ltx_video|reproducible_prompt_cookbook,text_to_video|cinematic|reproducibility,GitHub API verified fork=false; description says reproducible LTX video prompt cookbook with settings and provenance.,New v5 verified video corpus.,corpus,MIT,True,2026-08-31,,,True,https://api.github.com/repos/quanluo/ltx-video-prompts/contents/prompts
